54053;1;2
210677;1;3
613;1;4
4383110;1;1
2;1;1
258169;1;3
1051;1;5
410;1;1
10;1;1
5;1;1
179;1;2
443;1;3
1510499;1;6
37895030;1;1
2;1;1
29893;1;2
1093;1;5
450110;1;1
46;1;1
185399;1;3
653;1;4
1762421;1;1
769;1;4
1882213;1;6
18579929;1;1
293;1;2
577;1;3
829;1;4
610;1;1
10;1;1
5;1;1
277;1;2
563;1;3
552911;1;4
67898990;1;1
2;1;1
52337;1;2
373;1;3
229585;1;1
12445333;1;2
937;1;5
47615;1;1
239;1;2
208921;1;3
1153;1;5
34;1;1
2;1;1
38009;1;2
599;1;3
1780109;1;6
4087;1;1
4070912407;1;2
167;1;2
15683930;1;1
2;1;1
257;1;2
431;1;3
821;1;4
266570;1;1
46;1;1
199;1;2
911;1;4
1319;1;6
8903136470;1;1
410;1;1
809;1;4
12375745;1;1
307;1;2
613;1;4
1289;1;6
4407331070;1;1
2;1;1
421;1;3
809;1;4
970;1;1
10;1;1
5;1;1
359;1;2
262921;1;3
659;1;4
1302384526;1;1
2;1;1
1163341;1;5
10461970;1;1
2;1;1
179;1;2
773;1;4
1051;1;5
14269517;1;1
277;1;2
761;1;4
1013;1;5
7565;1;1
5;1;1
349;1;2
421;1;3
551687;1;4
10;1;1
2;1;1
337237;1;3
455776033;1;4
703;1;1
26576699;1;2
165239;1;3
41446;1;1
2;1;1
37669;1;2
907;1;4
1093;1;5
